t 	 x 	 z
19.51	-6453.51	12507.7
19.52	-6328.44	17735.1
19.53	-6151.08	22861.1
19.54	-5922.47	27843.5
19.55	-5644.04	32640.7
19.56	-5317.63	37212.3
19.57	-4945.51	41519.6
19.58	-4530.31	45525.5
19.59	-4075.06	49195
19.6	-3583.11	52495.8
19.61	-3058.15	55398.2
19.62	-2504.17	57875.3
19.63	-1925.41	59903.6
19.64	-1326.38	61463.2
19.65	-711.746	62537.6
19.66	-86.3703	63114.1
19.67	544.771	63184.1
19.68	1176.61	62742.8
19.69	1804.04	61789.7
19.7	2421.94	60328.5
19.71	3025.22	58366.7
19.72	3608.89	55916.3
19.73	4168.05	52993.1
19.74	4697.98	49616.9
19.75	5194.15	45811.6
19.76	5652.27	41604.3
19.77	6068.31	37026
19.78	6438.57	32110.7
19.79	6759.68	26895.4
19.8	7028.63	21420.1
19.81	7242.83	15726.9
19.82	7400.1	9860.19
19.83	7498.7	3866.11
19.84	7537.36	-2207.84
19.85	7515.28	-8313.11
19.86	7432.15	-14400.5
19.87	7288.15	-20420.5
19.88	7083.94	-26323.9
19.89	6820.7	-32061.9
19.9	6500.09	-37586.7
19.91	6124.22	-42851.8
19.92	5695.7	-47812.4
19.93	5217.58	-52425.9
19.94	4693.32	-56652.1
19.95	4126.8	-60453.7
19.96	3522.26	-63796.4
19.97	2884.29	-66649.5
19.98	2217.8	-68985.7
19.99	1527.94	-70782.2
