t 	 x 	 z
14.76	-5.77523e+011	-4.96759e+011
14.77	-5.82491e+011	9.81701e+011
14.78	-5.72674e+011	2.47288e+012
14.79	-5.47945e+011	3.93892e+012
14.8	-5.08556e+011	5.34166e+012
14.81	-4.55139e+011	6.64357e+012
14.82	-3.88704e+011	7.80872e+012
14.83	-3.10616e+011	8.80381e+012
14.84	-2.22578e+011	9.59898e+012
14.85	-1.26589e+011	1.01688e+013
14.86	-2.49007e+010	1.04929e+013
14.87	8.00278e+010	1.05566e+013
14.88	1.85594e+011	1.03517e+013
14.89	2.89111e+011	9.87661e+012
14.9	3.87877e+011	9.13648e+012
14.91	4.79242e+011	8.14352e+012
14.92	5.60677e+011	6.91666e+012
14.93	6.29844e+011	5.48132e+012
14.94	6.84657e+011	3.86892e+012
14.95	7.23346e+011	2.1162e+012
14.96	7.44508e+011	2.64437e+011
14.97	7.47153e+011	-1.6415e+012
14.98	7.30737e+011	-3.55421e+012
14.99	6.95195e+011	-5.4249e+012
15	6.40946e+011	-7.2046e+012
15.01	5.689e+011	-8.84542e+012
15.02	4.80446e+011	-1.03018e+013
15.03	3.77428e+011	-1.15318e+013
15.04	2.6211e+011	-1.2498e+013
15.05	1.37131e+011	-1.3169e+013
15.06	5.44106e+009	-1.352e+013
15.07	-1.29759e+011	-1.3534e+013
15.08	-2.65099e+011	-1.32018e+013
15.09	-3.97116e+011	-1.25231e+013
15.1	-5.22348e+011	-1.15065e+013
15.11	-6.37413e+011	-1.01693e+013
15.12	-7.39105e+011	-8.53751e+012
15.13	-8.24481e+011	-6.6454e+012
15.14	-8.90935e+011	-4.53473e+012
15.15	-9.36282e+011	-2.25394e+012
15.16	-9.58821e+011	1.42942e+011
15.17	-9.57392e+011	2.59752e+012
15.18	-9.31417e+011	5.04845e+012
15.19	-8.80932e+011	7.43287e+012
15.2	-8.06603e+011	9.68806e+012
15.21	-7.09723e+011	1.1753e+013
15.22	-5.92193e+011	1.35699e+013
15.23	-4.56495e+011	1.50859e+013
15.24	-3.05636e+011	1.62545e+013
15.25	-1.43091e+011	1.70369e+013
15.26	2.72783e+010	1.74032e+013
15.27	2.01311e+011	1.73334e+013
15.28	3.74645e+011	1.68181e+013
15.29	5.42825e+011	1.5859e+013
15.3	7.01415e+011	1.44693e+013
15.31	8.46108e+011	1.26737e+013
15.32	9.72845e+011	1.05077e+013
15.33	1.07792e+012	8.01719e+012
15.34	1.15809e+012	5.25771e+012
15.35	1.21067e+012	2.29299e+012
15.36	1.2336e+012	-8.06332e+011
15.37	1.22554e+012	-3.96435e+012
15.38	1.18589e+012	-7.10173e+012
15.39	1.11488e+012	-1.01376e+013
15.4	1.0135e+012	-1.29917e+013
15.41	8.83583e+011	-1.55863e+013
15.42	7.27721e+011	-1.78482e+013
15.43	5.49239e+011	-1.97112e+013
15.44	3.52127e+011	-2.11172e+013
15.45	1.40954e+011	-2.20187e+013
15.46	-7.92328e+010	-2.23795e+013
15.47	-3.03028e+011	-2.21767e+013
15.48	-5.24795e+011	-2.14009e+013
15.49	-7.38805e+011	-2.00575e+013
15.5	-9.39379e+011	-1.81661e+013
15.51	-1.12104e+012	-1.57613e+013
15.52	-1.27865e+012	-1.28915e+013
15.53	-1.40757e+012	-9.6181e+012
15.54	-1.50375e+012	-6.01473e+012
15.55	-1.5639e+012	-2.16513e+012
15.56	-1.58555e+012	1.83845e+012
15.57	-1.56716e+012	5.89745e+012
15.58	-1.50819e+012	9.90939e+012
15.59	-1.4091e+012	1.37704e+013
15.6	-1.27139e+012	1.73776e+013
15.61	-1.09762e+012	2.06324e+013
15.62	-8.91291e+011	2.34423e+013
15.63	-6.56868e+011	2.5724e+013
15.64	-3.99628e+011	2.74056e+013
15.65	-1.25573e+011	2.84286e+013
15.66	1.58714e+011	2.87501e+013
15.67	4.46215e+011	2.83438e+013
15.68	7.29653e+011	2.72015e+013
15.69	1.00167e+012	2.53336e+013
15.7	1.255e+012	2.27693e+013
15.71	1.4827e+012	1.95565e+013
15.72	1.67826e+012	1.57608e+013
15.73	1.83587e+012	1.14644e+013
15.74	1.95051e+012	6.76462e+012
15.75	2.01816e+012	1.7713e+012
15.76	2.03587e+012	-3.39519e+012
15.77	2.00192e+012	-8.60702e+012
15.78	1.91585e+012	-1.37319e+013
15.79	1.77853e+012	-1.86365e+013
15.8	1.59217e+012	-2.31896e+013
15.81	1.36027e+012	-2.72655e+013
15.82	1.08762e+012	-3.07478e+013
15.83	7.80138e+011	-3.35321e+013
15.84	4.44817e+011	-3.55292e+013
15.85	8.95243e+010	-3.6668e+013
15.86	-2.77155e+011	-3.68972e+013
15.87	-6.46127e+011	-3.61876e+013
15.88	-1.008e+012	-3.45335e+013
15.89	-1.35334e+012	-3.19531e+013
15.9	-1.67287e+012	-2.84885e+013
15.91	-1.95775e+012	-2.4206e+013
15.92	-2.19981e+012	-1.91941e+013
15.93	-2.39176e+012	-1.35626e+013
15.94	-2.52738e+012	-7.4397e+012
15.95	-2.60178e+012	-9.69603e+011
15.96	-2.61147e+012	5.69095e+012
15.97	-2.55456e+012	1.23763e+013
15.98	-2.4308e+012	1.8916e+013
15.99	-2.24164e+012	2.51389e+013
16	-1.99025e+012	3.08775e+013
16.01	-1.68148e+012	3.59725e+013
16.02	-1.32175e+012	4.02771e+013
16.03	-9.18982e+011	4.36608e+013
16.04	-4.82374e+011	4.60134e+013
16.05	-2.22406e+010	4.72483e+013
16.06	4.50242e+011	4.73052e+013
16.07	9.23294e+011	4.61526e+013
16.08	1.38482e+012	4.37889e+013
16.09	1.82271e+012	4.02438e+013
16.1	2.22515e+012	3.55777e+013
16.11	2.58092e+012	2.98813e+013
16.12	2.87974e+012	2.32741e+013
16.13	3.11248e+012	1.5902e+013
16.14	3.2715e+012	7.93406e+012
16.15	3.35084e+012	-4.40978e+011
16.16	3.34643e+012	-9.01912e+012
16.17	3.25624e+012	-1.7586e+013
16.18	3.08038e+012	-2.59219e+013
16.19	2.82116e+012	-3.38077e+013
16.2	2.48308e+012	-4.10299e+013
16.21	2.07278e+012	-4.73866e+013
16.22	1.59892e+012	-5.26929e+013
16.23	1.07199e+012	-5.67861e+013
16.24	5.04126e+011	-5.95304e+013
16.25	-9.11777e+010	-6.0821e+013
16.26	-6.99387e+011	-6.05876e+013
16.27	-1.30526e+012	-5.87971e+013
16.28	-1.89323e+012	-5.54556e+013
16.29	-2.44779e+012	-5.0609e+013
16.3	-2.95388e+012	-4.43426e+013
16.31	-3.39731e+012	-3.67807e+013
16.32	-3.76511e+012	-2.80836e+013
16.33	-4.04595e+012	-1.84449e+013
16.34	-4.2304e+012	-8.08727e+012
16.35	-4.31127e+012	2.74255e+012
16.36	-4.28385e+012	1.37794e+013
16.37	-4.14605e+012	2.4746e+013
16.38	-3.89859e+012	3.53599e+013
16.39	-3.54499e+012	4.53403e+013
16.4	-3.09159e+012	5.44155e+013
16.41	-2.54743e+012	6.233e+013
16.42	-1.92413e+012	6.88514e+013
16.43	-1.23562e+012	7.37772e+013
16.44	-4.97847e+011	7.69404e+013
16.45	2.71557e+011	7.82149e+013
16.46	1.05371e+012	7.75197e+013
16.47	1.8289e+012	7.48222e+013
16.48	2.57712e+012	7.01402e+013
16.49	3.27853e+012	6.35428e+013
16.5	3.91395e+012	5.51497e+013
16.51	4.46545e+012	4.513e+013
16.52	4.91675e+012	3.36985e+013
16.53	5.25374e+012	2.11116e+013
16.54	5.46485e+012	7.66202e+012
16.55	5.54147e+012	-6.328e+012
16.56	5.47819e+012	-2.05142e+013
16.57	5.27305e+012	-3.45383e+013
16.58	4.92767e+012	-4.80373e+013
16.59	4.44729e+012	-6.06522e+013
16.6	3.84077e+012	-7.20372e+013
16.61	3.1204e+012	-8.18696e+013
16.62	2.3017e+012	-8.98578e+013
16.63	1.40312e+012	-9.57502e+013
16.64	4.45622e+011	-9.93422e+013
16.65	-5.478e+011	-1.00483e+014
16.66	-1.55263e+012	-9.90806e+013
16.67	-2.54344e+012	-9.51059e+013
16.68	-3.49449e+012	-8.85947e+013
16.69	-4.38044e+012	-7.96488e+013
16.7	-5.17693e+012	-6.84349e+013
16.71	-5.86128e+012	-5.51819e+013
16.72	-6.4131e+012	-4.0177e+013
16.73	-6.81487e+012	-2.37595e+013
16.74	-7.05246e+012	-6.31346e+012
16.75	-7.1156e+012	1.17408e+013
16.76	-6.99819e+012	2.99568e+013
16.77	-6.69862e+012	4.78721e+013
16.78	-6.2199e+012	6.50206e+013
16.79	-5.56969e+012	8.09436e+013
16.8	-4.76026e+012	9.5202e+013
16.81	-3.80824e+012	1.07388e+014
16.82	-2.73436e+012	1.17137e+014
16.83	-1.56298e+012	1.24137e+014
16.84	-3.2161e+011	1.28139e+014
16.85	9.59775e+011	1.28962e+014
16.86	2.24939e+012	1.26505e+014
16.87	3.51444e+012	1.20746e+014
16.88	4.7219e+012	1.11749e+014
16.89	5.8394e+012	9.96613e+013
16.9	6.83601e+012	8.47125e+013
16.91	7.68314e+012	6.72123e+013
16.92	8.35526e+012	4.75434e+013
16.93	8.83069e+012	2.6154e+013
16.94	9.09223e+012	3.54739e+012
16.95	9.12771e+012	-1.97287e+013
16.96	8.93042e+012	-4.30957e+013
16.97	8.49946e+012	-6.59575e+013
16.98	7.83989e+012	-8.77162e+013
16.99	6.96273e+012	-1.07786e+014
17	5.88486e+012	-1.25611e+014
17.01	4.62876e+012	-1.40676e+014
17.02	3.22199e+012	-1.52526e+014
17.03	1.69674e+012	-1.60774e+014
17.04	8.8997e+010	-1.65118e+014
17.05	-1.56218e+012	-1.65345e+014
17.06	-3.21563e+012	-1.61346e+014
17.07	-4.8291e+012	-1.53114e+014
17.08	-6.36024e+012	-1.40752e+014
17.09	-7.76776e+012	-1.2447e+014
17.1	-9.01245e+012	-1.04584e+014
17.11	-1.00583e+013	-8.15122e+013
17.12	-1.08734e+013	-5.5763e+013
17.13	-1.1431e+013	-2.79271e+013
17.14	-1.17103e+013	1.33643e+012
17.15	-1.1697e+013	3.13148e+013
17.16	-1.13838e+013	6.12591e+013
17.17	-1.07712e+013	9.04016e+013
17.18	-9.8672e+012	1.17976e+014
17.19	-8.68744e+012	1.43236e+014
17.2	-7.25508e+012	1.65476e+014
17.21	-5.60032e+012	1.84049e+014
17.22	-3.75984e+012	1.98386e+014
17.23	-1.77598e+012	2.08011e+014
17.24	3.04129e+011	2.12557e+014
17.25	2.4297e+012	2.11779e+014
17.26	4.54749e+012	2.05559e+014
17.27	6.60308e+012	1.93917e+014
17.28	8.54225e+012	1.77013e+014
17.29	1.03124e+013	1.55145e+014
17.3	1.18638e+013	1.28745e+014
17.31	1.31513e+013	9.8374e+013
17.32	1.4135e+013	6.47067e+013
17.33	1.47821e+013	2.8521e+013
17.34	1.50673e+013	-9.32111e+012
17.35	1.49741e+013	-4.78934e+013
17.36	1.44952e+013	-8.62271e+013
17.37	1.36329e+013	-1.23335e+014
17.38	1.23995e+013	-1.58235e+014
17.39	1.08172e+013	-1.89978e+014
17.4	8.91741e+012	-2.1767e+014
17.41	6.74072e+012	-2.40498e+014
17.42	4.33573e+012	-2.57755e+014
17.43	1.75819e+012	-2.68854e+014
17.44	-9.30351e+011	-2.73355e+014
17.45	-3.6639e+012	-2.70973e+014
17.46	-6.37363e+012	-2.61594e+014
17.47	-8.98957e+012	-2.45277e+014
17.48	-1.14423e+013	-2.22264e+014
17.49	-1.3665e+013	-1.92971e+014
17.5	-1.55947e+013	-1.57989e+014
17.51	-1.71746e+013	-1.18067e+014
17.52	-1.83553e+013	-7.40998e+013
17.53	-1.90963e+013	-2.71103e+013
17.54	-1.93674e+013	2.17761e+013
17.55	-1.91496e+013	7.13565e+013
17.56	-1.8436e+013	1.20379e+014
17.57	-1.72322e+013	1.67576e+014
17.58	-1.55565e+013	2.1169e+014
17.59	-1.34396e+013	2.51515e+014
17.6	-1.09244e+013	2.8592e+014
17.61	-8.06523e+012	3.13887e+014
17.62	-4.92636e+012	3.34534e+014
17.63	-1.58102e+012	3.47145e+014
17.64	1.89043e+012	3.51193e+014
17.65	5.40235e+012	3.46353e+014
17.66	8.86588e+012	3.32523e+014
17.67	1.21911e+013	3.09826e+014
17.68	1.52894e+013	2.78617e+014
17.69	1.80755e+013	2.39476e+014
17.7	2.04703e+013	1.93203e+014
17.71	2.24023e+013	1.40799e+014
17.72	2.38103e+013	8.34489e+013
17.73	2.46448e+013	2.24945e+013
17.74	2.48698e+013	-4.05963e+013
17.75	2.44638e+013	-1.04263e+014
17.76	2.34212e+013	-1.6689e+014
17.77	2.17523e+013	-2.26848e+014
17.78	1.94838e+013	-2.82534e+014
17.79	1.66584e+013	-3.32413e+014
17.8	1.33343e+013	-3.75058e+014
17.81	9.58373e+012	-4.09194e+014
17.82	5.49179e+012	-4.33729e+014
17.83	1.15451e+012	-4.47787e+014
17.84	-3.32337e+012	-4.50743e+014
17.85	-7.8308e+012	-4.42235e+014
17.86	-1.22532e+013	-4.22188e+014
17.87	-1.6475e+013	-3.9082e+014
17.88	-2.03832e+013	-3.48644e+014
17.89	-2.38697e+013	-2.96463e+014
17.9	-2.68343e+013	-2.35357e+014
17.91	-2.91879e+013	-1.66661e+014
17.92	-3.08545e+013	-9.19399e+013
17.93	-3.17739e+013	-1.29524e+013
17.94	-3.19034e+013	6.83887e+013
17.95	-3.12195e+013	1.50061e+014
17.96	-2.97189e+013	2.29983e+014
17.97	-2.74191e+013	3.06064e+014
17.98	-2.43584e+013	3.76257e+014
17.99	-2.05959e+013	4.38614e+014
18	-1.62097e+013	4.9134e+014
18.01	-1.12963e+013	5.32837e+014
18.02	-5.96796e+012	5.61755e+014
18.03	-3.50413e+011	5.77033e+014
18.04	5.41992e+012	5.7793e+014
18.05	1.11992e+013	5.64055e+014
18.06	1.68398e+013	5.35385e+014
18.07	2.21936e+013	4.92275e+014
18.08	2.71164e+013	4.3546e+014
18.09	3.1471e+013	3.66042e+014
18.1	3.51314e+013	2.85476e+014
18.11	3.79862e+013	1.9554e+014
18.12	3.99416e+013	9.82952e+013
18.13	4.09245e+013	-3.95521e+012
18.14	4.0885e+013	-1.08722e+014
18.15	3.97977e+013	-2.13387e+014
18.16	3.76639e+013	-3.1527e+014
18.17	3.45112e+013	-4.11689e+014
18.18	3.03943e+013	-5.00038e+014
18.19	2.53939e+013	-5.77847e+014
18.2	1.96154e+013	-6.42855e+014
18.21	1.31869e+013	-6.93071e+014
18.22	6.25616e+012	-7.26829e+014
18.23	-1.01213e+012	-7.42845e+014
18.24	-8.44058e+012	-7.40254e+014
18.25	-1.58431e+013	-7.18646e+014
18.26	-2.30296e+013	-6.78088e+014
18.27	-2.98105e+013	-6.19132e+014
18.28	-3.60018e+013	-5.42817e+014
18.29	-4.143e+013	-4.50653e+014
18.3	-4.59365e+013	-3.44592e+014
18.31	-4.93824e+013	-2.26995e+014
18.32	-5.16523e+013	-1.00576e+014
18.33	-5.26581e+013	3.16543e+013
18.34	-5.23416e+013	1.66459e+014
18.35	-5.0677e+013	3.00453e+014
18.36	-4.76724e+013	4.30186e+014
18.37	-4.33706e+013	5.52228e+014
18.38	-3.78483e+013	6.63257e+014
18.39	-3.12157e+013	7.60148e+014
18.4	-2.36142e+013	8.4006e+014
18.41	-1.52136e+013	9.00513e+014
18.42	-6.20851e+012	9.3946e+014
18.43	3.18609e+012	9.55354e+014
18.44	1.27396e+013	9.47197e+014
18.45	2.22116e+013	9.14584e+014
18.46	3.13574e+013	8.57722e+014
18.47	3.99347e+013	7.77447e+014
18.48	4.77091e+013	6.75214e+014
18.49	5.44613e+013	5.53079e+014
18.5	5.99921e+013	4.13658e+014
18.51	6.41286e+013	2.60078e+014
18.52	6.67294e+013	9.59091e+013
18.53	6.76885e+013	-7.49182e+013
18.54	6.69393e+013	-2.48201e+014
18.55	6.44573e+013	-4.19566e+014
18.56	6.02617e+013	-5.84576e+014
18.57	5.44159e+013	-7.38846e+014
18.58	4.70274e+013	-8.78151e+014
18.59	3.82459e+013	-9.98541e+014
18.6	2.82605e+013	-1.09645e+015
18.61	1.7296e+013	-1.1688e+015
18.62	5.60804e+012	-1.21308e+015
18.63	-6.52271e+012	-1.22743e+015
18.64	-1.8797e+013	-1.21073e+015
18.65	-3.09044e+013	-1.16261e+015
18.66	-4.25305e+013	-1.0835e+015
18.67	-5.33655e+013	-9.7462e+014
18.68	-6.31117e+013	-8.38005e+014
18.69	-7.14917e+013	-6.76439e+014
18.7	-7.82561e+013	-4.9342e+014
18.71	-8.31903e+013	-2.93084e+014
18.72	-8.61212e+013	-8.01169e+013
18.73	-8.69223e+013	1.40353e+014
18.74	-8.55188e+013	3.62874e+014
18.75	-8.18901e+013	5.81803e+014
18.76	-7.6072e+013	7.91441e+014
18.77	-6.81576e+013	9.86186e+014
18.78	-5.82958e+013	1.16067e+015
18.79	-4.66891e+013	1.30991e+015
18.8	-3.359e+013	1.42943e+015
18.81	-1.92957e+013	1.51542e+015
18.82	-4.1415e+012	1.56482e+015
18.83	1.15067e+013	1.57542e+015
18.84	2.72609e+013	1.54596e+015
18.85	4.27205e+013	1.47617e+015
18.86	5.74823e+013	1.36681e+015
18.87	7.11504e+013	1.21966e+015
18.88	8.33469e+013	1.03751e+015
18.89	9.3722e+013	8.24143e+014
18.9	1.01963e+014	5.84214e+014
18.91	1.07806e+014	3.23188e+014
18.92	1.11037e+014	4.72057e+013
18.93	1.1151e+014	-2.3705e+014
18.94	1.09139e+014	-5.22515e+014
18.95	1.03914e+014	-8.01911e+014
18.96	9.58948e+013	-1.06793e+015
18.97	8.52155e+013	-1.31342e+015
18.98	7.20813e+013	-1.53157e+015
18.99	5.67655e+013	-1.7161e+015
19	3.96045e+013	-1.86142e+015
19.01	2.09903e+013	-1.96281e+015
19.02	1.36226e+012	-2.01654e+015
19.03	-1.88032e+013	-2.02003e+015
19.04	-3.90035e+013	-1.97189e+015
19.05	-5.87224e+013	-1.87205e+015
19.06	-7.74429e+013	-1.72172e+015
19.07	-9.466e+013	-1.52346e+015
19.08	-1.09895e+014	-1.28113e+015
19.09	-1.22706e+014	-9.99802e+014
19.1	-1.32704e+014	-6.85675e+014
19.11	-1.39561e+014	-3.45953e+014
19.12	-1.4302e+014	1.13228e+013
19.13	-1.42907e+014	3.77455e+014
19.14	-1.39133e+014	7.43297e+014
19.15	-1.317e+014	1.09948e+015
19.16	-1.20705e+014	1.43663e+015
19.17	-1.06339e+014	1.74563e+015
19.18	-8.88822e+013	2.01786e+015
19.19	-6.87036e+013	2.2454e+015
19.2	-4.62497e+013	2.42128e+015
19.21	-2.20369e+013	2.53968e+015
19.22	3.35987e+012	2.59609e+015
19.23	2.93208e+013	2.58749e+015
19.24	5.51957e+013	2.51243e+015
19.25	8.032e+013	2.37113e+015
19.26	1.04031e+014	2.16551e+015
19.27	1.25686e+014	1.89919e+015
19.28	1.44678e+014	1.57743e+015
19.29	1.60453e+014	1.20706e+015
19.3	1.72523e+014	7.96297e+014
19.31	1.80486e+014	3.54638e+014
19.32	1.84032e+014	-1.07407e+014
19.33	1.82958e+014	-5.7853e+014
19.34	1.77173e+014	-1.0469e+015
19.35	1.66704e+014	-1.50047e+015
19.36	1.51699e+014	-1.92723e+015
19.37	1.32427e+014	-2.31558e+015
19.38	1.09271e+014	-2.65459e+015
19.39	8.27254e+013	-2.93433e+015
19.4	5.33821e+013	-3.1461e+015
19.41	2.19211e+013	-3.28276e+015
19.42	-1.09065e+013	-3.33888e+015
19.43	-4.42953e+013	-3.31096e+015
19.44	-7.74049e+013	-3.19756e+015
19.45	-1.09381e+014	-2.99941e+015
19.46	-1.39375e+014	-2.71939e+015
19.47	-1.66569e+014	-2.36259e+015
19.48	-1.90194e+014	-1.93618e+015
19.49	-2.09556e+014	-1.44928e+015
19.5	-2.24049e+014	-9.12816e+014
19.51	-2.33177e+014	-3.3925e+014
19.52	-2.3657e+014	2.57683e+014
19.53	-2.33993e+014	8.63302e+014
19.54	-2.2536e+014	1.46232e+015
19.55	-2.10737e+014	2.03924e+015
19.56	-1.90344e+014	2.57873e+015
19.57	-1.64557e+014	3.06601e+015
19.58	-1.33897e+014	3.48728e+015
19.59	-9.9024e+013	3.83005e+015
19.6	-6.07234e+013	4.08355e+015
19.61	-1.98879e+013	4.23901e+015
19.62	2.25022e+013	4.28992e+015
19.63	6.54014e+013	4.23231e+015
19.64	1.07724e+014	4.06489e+015
19.65	1.48373e+014	3.78911e+015
19.66	1.86264e+014	3.40928e+015
19.67	2.20357e+014	2.93244e+015
19.68	2.49682e+014	2.36832e+015
19.69	2.73365e+014	1.72914e+015
19.7	2.90656e+014	1.02933e+015
19.71	3.0095e+014	2.85245e+014
19.72	3.03802e+014	-4.85185e+014
19.73	2.9895e+014	-1.26292e+015
19.74	2.86321e+014	-2.02823e+015
19.75	2.66039e+014	-2.76121e+015
19.76	2.38426e+014	-3.44227e+015
19.77	2.04004e+014	-4.05264e+015
19.78	1.63477e+014	-4.57489e+015
19.79	1.17728e+014	-4.99339e+015
19.8	6.77945e+013	-5.29478e+015
19.81	1.48467e+013	-5.46833e+015
19.82	-3.98366e+013	-5.50634e+015
19.83	-9.49001e+013	-5.40436e+015
19.84	-1.48944e+014	-5.16141e+015
19.85	-2.00558e+014	-4.78012e+015
19.86	-2.48359e+014	-4.26669e+015
19.87	-2.91026e+014	-3.63089e+015
19.88	-3.27335e+014	-2.88587e+015
19.89	-3.56193e+014	-2.04789e+015
19.9	-3.76672e+014	-1.13603e+015
19.91	-3.88033e+014	-1.71752e+014
19.92	-3.8975e+014	8.21612e+014
19.93	-3.81534e+014	1.81937e+015
19.94	-3.6334e+014	2.7961e+015
19.95	-3.35379e+014	3.72625e+015
19.96	-2.98117e+014	4.58482e+015
19.97	-2.52269e+014	5.348e+015
19.98	-1.98789e+014	5.99381e+015
19.99	-1.38851e+014	6.50271e+015
